Date,Open,High,Low,Close,Volume,Name,Daily_return,7_day_MA,30_day_MA
2013-03-07,76.04,76.75,75.7,76.22,965808,AAP,0.0005250721974270345,54.33867142857144,51.620583333333336
2013-03-07,14.7,14.93,14.5,14.82,9125300,AAL,-0.8055628443977958,45.46295714285714,49.47924999999999
2013-03-07,60.6428,61.7157,60.1514,61.5117,116992841,AAPL,3.1505870445344124,52.2432,51.08397333333333
2013-03-08,61.3999,62.2042,61.2299,61.6742,97854442,AAPL,0.0026417738413992975,52.254957142857144,52.687446666666666
2013-03-08,14.99,15.2,14.84,14.92,10593700,AAL,-0.7580836070836752,52.304957142857134,50.544446666666666
2013-03-08,76.44,77.16,75.6302,76.84,736386,AAP,4.150134048257373,54.595128571428575,50.959066666666665
2013-03-11,14.85,15.15,14.71,15.13,6961800,AAL,-0.8030973451327433,45.8737,48.8514
2013-03-11,61.3928,62.7157,60.7342,62.5528,118272126,AAPL,3.134355584930601,43.92124285714285,48.82792333333334
2013-03-11,76.88,78.06,76.84,77.53,689362,AAP,0.23943292706321695,52.87981428571429,50.97825666666666
2013-03-12,15.14,15.6,14.95,15.5,8999100,AAL,-0.8000773893976525,46.30671428571429,51.052923333333325
2013-03-12,62.2285,62.6971,61.0814,61.2042,116268341,AAPL,2.948658064516129,46.23957142857143,50.52139666666667
2013-03-12,77.26,77.66,76.89,77.36,660535,AAP,0.2639655448482294,55.15957142857143,50.962113333333335
2013-03-13,15.54,16.2,15.48,15.91,11380000,AAL,-0.7943381592554292,46.455285714285715,48.915780000000005
2013-03-13,61.2071,62.0714,60.7657,61.1928,101369051,AAPL,2.846184789440603,53.03568571428571,48.838543333333334
2013-03-13,77.54,78.85,77.32,78.77,644976,AAP,0.2872429436142814,55.35242857142857,51.01721
2013-03-14,78.9,79.12,77.36,77.67,763234,AAP,-0.013964707375904495,55.372428571428564,53.158543333333334
2013-03-14,15.98,16.36,15.93,16.25,8383300,AAL,-0.7907815115231106,55.479571428571425,51.598306666666666
2013-03-14,61.8328,62.0914,61.4928,61.7857,75834906,AAPL,2.802196923076923,55.562642857142855,51.11316333333333
2013-03-15,16.45,16.54,15.88,15.98,17667700,AAL,-0.7413641020495034,46.794071428571435,51.19216333333334
2013-03-15,77.9,79.59,77.41,79.57,1237958,AAP,3.9793491864831037,55.88835714285714,51.298829999999995
2013-03-15,62.5614,63.4614,62.4642,63.3799,160710606,AAPL,-0.2034699007163503,56.2008,51.36163666666667
2013-03-18,63.0642,65.3514,63.0285,65.1028,150441144,AAPL,0.027183697039597776,54.24834285714285,50.964396666666666
2013-03-18,15.8,16.33,15.71,16.29,6514100,AAL,-0.7497803473890524,45.47977142857143,51.044063333333334
2013-03-18,79.09,80.76,79.0101,80.7,1219201,AAP,3.9539594843462247,54.68691428571429,51.733826666666666
2013-03-19,65.6428,65.8528,64.0714,64.9271,131531708,AAPL,-0.1954510532837671,55.135685714285714,51.333063333333335
2013-03-19,16.48,16.85,16.41,16.78,11805300,AAL,-0.7415562992956716,55.24997142857142,51.424063333333336
2013-03-19,80.64,80.9399,79.77,80.07,1370222,AAP,3.7717520858164475,55.321400000000004,52.04
2013-03-20,17.13,17.33,16.87,17.23,10819800,AAL,-0.784813288372674,48.72855714285714,52.12866666666667
2013-03-20,80.07,80.704,79.8005,80.22,728484,AAP,3.655832849680789,50.888157142857146,52.77570666666667
2013-03-20,65.3456,65.3756,64.2271,64.5828,77016849,AAPL,-0.1949289454001495,57.787128571428575,52.389133333333334
2013-03-21,79.91,80.72,79.85,80.03,616238,AAP,0.23918442681333096,57.69141428571429,52.51613333333333
2013-03-21,17.21,17.43,16.87,17.0,10740800,AAL,-0.7875796576283893,50.84468571428572,52.5888
2013-03-21,64.3171,65.4256,64.2999,64.6756,95493524,AAPL,2.8044470588235297,57.68691428571429,52.69426333333333
2013-03-22,80.12,80.44,78.972,79.81,586660,AAP,0.23400478696757343,57.649771428571434,53.298790000000004
2013-03-22,17.1,17.29,16.77,16.86,8545200,AAL,-0.7887482771582508,57.596914285714284,53.36345666666667
2013-03-22,64.9399,66.0142,64.7299,65.9871,98570591,AAPL,2.913825622775801,55.56364285714285,53.00169333333334
2013-03-25,16.92,17.0,16.35,16.6,8400000,AAL,-0.7484356790948534,48.70895714285715,53.050693333333335
2013-03-25,79.83,80.94,79.33,80.53,1150900,AAP,3.8512048192771084,48.78038571428572,53.64993333333334
2013-03-25,66.3842,67.1356,65.9685,66.2256,125073165,AAPL,-0.17762821308829013,55.81261428571429,53.27312
2013-03-26,16.67,16.84,16.5,16.51,6898500,AAL,-0.7507006354038317,48.93181428571428,53.30678666666667
2013-03-26,66.4914,66.5485,65.7899,65.8765,73428208,AAPL,2.990096910963052,46.941314285714284,53.46253
2013-03-26,80.86,81.61,80.56,81.6,969581,AAP,0.23868147214864188,56.189885714285715,53.60386333333334
2013-03-27,65.2085,65.2571,64.3899,64.5828,81854409,AAPL,-0.2085441176470587,55.989271428571435,55.22629
2013-03-27,81.02,81.7,80.9601,81.64,551193,AAP,0.2641136649386522,65.2807,55.90786333333333
2013-03-27,16.48,16.77,16.33,16.65,5537100,AAL,-0.7960558549730524,56.15498571428571,53.837196666666664
2013-03-28,81.34,83.07,81.29,82.65,1287266,AAP,3.9639639639639643,58.50132857142857,54.00319666666666
2013-03-28,64.2599,64.5455,63.0885,63.2371,110698007,AAPL,-0.23488082274652156,65.17662857142857,55.56943333333333
2013-03-28,17.0,17.09,16.82,16.97,8324100,AAL,-0.7316448730254866,58.189985714285726,54.07557666666666
2013-04-01,63.1285,63.3854,61.1057,61.2728,97294421,AAPL,2.610654095462581,55.2861,55.58533666666666
2013-04-01,82.54,83.03,81.66,82.34,749343,AAP,0.3438262981290232,57.82284285714286,55.677670000000006
2013-04-01,17.02,17.13,16.54,16.67,5222300,AAL,-0.7975467573475832,48.54141428571428,54.12067333333333
2013-04-02,61.0857,62.5914,60.9142,61.3988,132350022,AAPL,2.6831913617276544,54.9341,53.99720666666667
2013-04-02,16.48,16.5,15.71,15.74,14595600,AAL,-0.7436431982384021,45.37552857142857,53.97887333333334
2013-04-02,82.49,82.9099,81.33,82.83,956279,AAP,4.262388818297332,48.17451428571428,54.04987333333334
2013-04-03,15.82,15.92,15.13,15.53,14658300,AAL,-0.8125075455752746,47.968799999999995,52.40330333333334
2013-04-03,61.6242,62.4685,61.4728,61.7128,90719482,AAPL,2.9737797810688993,48.03165714285715,53.90106333333333
2013-04-03,82.8,82.95,81.5,82.12,846044,AAP,0.33068018304144364,48.00022857142857,53.96939666666666
2013-04-04,82.2,82.97,81.93,82.2,819476,AAP,0.00097418412079886,57.36165714285715,56.13506333333333
2013-04-04,61.9657,62.1428,60.7499,61.1028,89589332,AAPL,-0.25665693430656933,57.31937142857142,55.497823333333336
2013-04-04,15.12,15.71,15.12,15.69,5520300,AAL,-0.7432196233233175,57.31222857142858,53.86806333333334
2013-04-05,60.6428,60.7071,59.9542,60.4571,95743088,AAPL,2.853224984066284,54.1161,53.21563333333334
2013-04-05,81.62,81.62,80.75,80.95,913888,AAP,0.33896597752786706,63.46181428571429,55.347300000000004
2013-04-05,15.17,15.79,15.03,15.72,5252300,AAL,-0.8058060531192094,56.89141428571429,53.71544666666667
2013-04-08,60.6928,61.0714,60.3557,60.8871,75169647,AAPL,2.8732251908396944,53.85814285714286,53.08468333333334
2013-04-08,81.0,81.15,80.35,80.63,837488,AAP,0.32425423447659685,53.633857142857146,55.21035
2013-04-08,15.82,15.97,15.53,15.84,3780700,AAL,-0.8035470668485676,47.167742857142855,53.538779999999996
2013-04-09,79.97,79.97,78.5,78.71,1462823,AAP,3.9690656565656566,56.17059999999999,55.60911333333333
2013-04-09,60.9085,61.2142,60.3928,60.9971,76615504,AAPL,-0.22504002032778547,56.24774285714285,54.95801666666667
2013-04-09,16.07,16.1,15.67,15.7,4420200,AAL,-0.7426107142798593,46.926314285714284,53.27383
2013-04-10,79.0,81.85,79.0,81.23,1758927,AAP,4.173885350318471,56.284885714285714,55.43116333333333
2013-04-10,61.1571,62.4371,60.8585,62.2414,93895844,AAPL,-0.23376338791087037,56.47835714285714,55.30999333333333
2013-04-10,15.74,15.98,15.7,15.78,3650600,AAL,-0.7464709984029922,47.21407142857142,53.115993333333336
2013-04-11,61.9599,62.5699,61.5999,62.0471,82073628,AAPL,2.932008871989861,53.815085714285715,53.03147
2013-04-11,81.03,83.37,80.81,83.01,1041745,AAP,0.33785462978930525,54.42937142857143,53.07713666666667
2013-04-11,15.77,16.38,15.75,16.19,5062200,AAL,-0.8049632574388628,48.028357142857146,53.06180333333334
2013-04-12,62.0214,62.0214,61.2985,61.3999,59651011,AAPL,2.792458307597282,54.55691428571429,52.35346666666666
2013-04-12,82.96,83.52,81.58,81.99,1009086,AAP,0.33534419437165197,54.665485714285715,52.978563333333334
2013-04-12,16.11,16.39,15.95,16.14,3751800,AAL,-0.8031467252103914,48.079571428571434,52.95089666666667
2013-04-15,60.9999,61.1271,59.9357,59.9785,79157071,AAPL,2.7161400247831473,54.393642857142865,52.90775333333333
2013-04-15,81.89,82.2,79.99,80.27,1004499,AAP,0.3383128954542045,56.99691428571428,52.83875333333333
2013-04-15,16.2,16.39,15.47,15.59,6243400,AAL,-0.8057804908434035,47.365485714285704,52.802753333333335
2013-04-16,15.96,16.74,15.81,16.37,10458200,AAL,0.05003207184092373,47.39119999999999,51.30179333333333
2013-04-16,60.2242,60.9442,60.0814,60.8914,76222076,AAPL,2.719694563225412,47.31855714285714,52.806839999999994
2013-04-16,80.69,80.97,79.8,80.47,720223,AAP,0.3215330900586948,47.101414285714284,52.72817333333333
2013-04-17,80.25,80.25,79.05,79.82,762815,AAP,-0.008077544426494443,56.19855714285715,54.87117333333333
2013-04-17,60.0385,60.0857,56.8728,57.5428,236138966,AAPL,-0.2790929591581057,55.8506,54.73217333333333
2013-04-17,16.17,16.55,15.9,16.52,6581900,AAL,-0.7129093474770084,46.743457142857146,52.545506666666675
2013-04-18,79.8,79.86,78.805,78.92,651867,AAP,3.7772397094430996,55.7906,52.436173333333336
2013-04-18,16.54,16.54,15.95,16.1,7633300,AAL,-0.7959959452610238,55.75202857142857,50.93608
2013-04-18,57.8557,57.9699,55.6774,56.0071,166438048,AAPL,2.478701863354037,55.05427142857143,52.27998333333333
2013-04-19,55.4242,57.0857,55.0142,55.7899,152194413,AAPL,-0.0038780797434611047,51.52854285714285,52.124410000000005
2013-04-19,79.14,80.69,77.98,79.93,1044797,AAP,0.4326965992052325,51.54425714285714,52.09041
2013-04-19,16.1,16.24,15.85,16.02,5762600,AAL,-0.7995746277993244,45.612428571428566,52.10041
2013-04-22,56.0914,57.4571,55.8964,56.9528,107338322,AAPL,2.5551061173533087,51.38854285714286,51.96926666666666
2013-04-22,79.85,79.9699,78.75,79.07,564056,AAP,0.3883426275793287,51.40997142857143,51.91726666666667
2013-04-22,15.99,16.0,15.5,15.52,9227100,AAL,-0.8037182243581636,51.32711428571429,51.906600000000005
2013-04-23,57.7128,58.3401,56.9728,58.0185,160760747,AAPL,2.738305412371134,51.61445714285714,51.216883333333335
2013-04-23,79.55,81.23,79.53,80.55,653790,AAP,0.3883502675870627,55.15161428571429,51.86864666666666
2013-04-23,15.33,16.49,15.33,16.3,12302300,AAL,-0.79764121663563,46.06161428571429,51.888646666666666
2013-04-24,80.47,81.43,80.47,81.18,663747,AAP,3.9803680981595093,55.37018571428572,51.88698
2013-04-24,16.26,16.5,16.0,16.45,6114400,AAL,-0.7973638827297365,49.58407142857143,50.3606
2013-04-24,56.2199,59.3214,56.0714,57.9231,242387530,AAPL,2.521161094224924,46.56308571428571,51.76537
2013-04-25,16.55,16.73,16.19,16.22,5548800,AAL,-0.7199735511393555,46.66308571428572,50.2378
2013-04-25,82.6,84.01,82.05,83.0,1280254,AAP,4.117139334155364,50.23187142857143,50.23746666666667
2013-04-25,58.7464,59.1342,58.1428,58.3399,95984896,AAPL,-0.2971096385542169,47.059000000000005,51.64246333333333
2013-04-26,83.04,83.26,82.47,82.94,710347,AAP,0.4216685321709499,56.579,52.36046666666667
2013-04-26,16.38,16.73,16.16,16.59,7272100,AAL,-0.7999758861827827,47.35185714285715,50.18046666666667
2013-04-26,58.5442,59.8241,58.3214,59.6007,191006032,AAPL,2.592567811934901,53.516242857142856,51.62915666666666
2013-04-29,83.0,83.58,82.76,83.02,764828,AAP,0.3929366601398976,57.10151428571429,52.39720666666667
2013-04-29,16.7,16.97,16.56,16.81,5436400,AAL,-0.7975186701999518,57.18579999999999,50.28187333333334
2013-04-29,60.0642,61.9452,59.9999,61.4457,159958876,AAPL,2.655306365258775,54.106614285714286,51.81039666666667
2013-04-30,83.0,83.93,82.33,83.88,792369,AAP,0.3651077292633982,57.755199999999995,54.06073
2013-04-30,62.1571,63.6071,61.7242,63.2542,172737600,AAPL,-0.24589651883643304,54.94294285714286,54.13949
2013-04-30,16.8,17.05,16.57,16.9,3640700,AAL,-0.732824065437552,54.98722857142857,52.02049
2013-05-01,16.91,17.17,16.6,16.6,4943600,AAL,-0.017751479289940697,48.844271428571425,49.913156666666666
2013-05-01,63.4942,63.5614,62.0557,62.7557,126720237,AAPL,2.780463855421686,45.94937142857143,50.08692
2013-05-01,83.85,84.97,83.44,84.34,688085,AAP,0.3439416658566474,55.59651428571429,52.347586666666665
2013-05-02,63.1114,64.0842,62.9471,63.6457,105449078,AAPL,-0.24536755987668968,55.9108,51.83844333333333
2013-05-02,84.44,84.98,83.93,84.59,674663,AAP,0.32907643407174425,56.01222857142857,54.12144333333333
2013-05-02,16.72,16.98,16.6,16.94,4888900,AAL,-0.7997399219765929,49.39591428571429,52.81920666666667
2013-05-03,64.4728,64.7471,64.1642,64.2828,90319201,AAPL,2.7947343565525378,56.16488571428572,53.10230333333334
2013-05-03,85.02,85.74,84.14,84.56,694591,AAP,0.3154374109404072,65.87345714285713,53.256636666666665
2013-05-03,17.02,17.19,16.89,17.02,6451900,AAL,-0.7987228003784295,59.33978571428572,53.289970000000004
2013-05-06,84.71,85.05,84.03,84.91,394037,AAP,3.988836662749706,59.42121428571428,54.22187666666667
2013-05-06,65.1014,66.0285,64.9014,65.8156,124017747,AAPL,-0.22487810623012594,59.7312,53.78006333333333
2013-05-06,17.05,17.11,16.91,17.0,3930700,AAL,-0.7417025750733869,50.07548571428572,53.82939666666666
2013-05-07,17.15,17.15,16.95,16.98,3157000,AAL,-0.0011764705882352233,50.08119999999999,52.46144666666667
2013-05-07,85.31,85.7,84.61,85.58,429232,AAP,4.040047114252061,53.12365714285715,52.62911333333333
2013-05-07,66.4242,66.5356,64.8142,65.5225,120499960,AAPL,-0.2343713484458987,50.40401428571429,54.26986333333333
2013-05-08,17.01,17.55,16.99,17.34,6706200,AAL,-0.7353580831012247,50.449728571428565,52.14186333333334
2013-05-08,65.5771,66.4814,65.1156,66.2628,118010781,AAPL,2.8213840830449826,47.78584285714286,53.80229
2013-05-08,85.5,85.87,84.61,85.12,502835,AAP,0.2845819977423232,50.543614285714284,54.70885333333333
2013-05-09,65.6871,66.1428,65.0828,65.2528,99555337,AAPL,-0.2334022556390979,57.43687142857142,56.34328
2013-05-09,84.92,85.7,84.59,84.72,428060,AAP,0.2983350906014761,67.11401428571429,56.40061333333333
2013-05-09,17.53,17.86,17.34,17.38,6424000,AAL,-0.7948536355051936,57.37115714285714,55.03528333333334
2013-05-10,84.8,85.97,84.52,85.43,537369,AAP,3.9154200230149607,60.21508571428571,55.11828333333333
2013-05-10,17.61,17.81,17.41,17.76,4248200,AAL,-0.7921104998244176,60.275085714285716,55.15728333333333
2013-05-10,65.4242,65.6728,64.3542,64.7099,83631828,AAPL,2.6435754504504505,60.053242857142855,55.32759
2013-05-13,17.74,17.95,17.57,17.72,4250900,AAL,-0.7261624573674199,50.424671428571436,53.15092333333333
2013-05-13,64.5014,65.4142,64.4999,64.9628,79220953,AAPL,2.66607223476298,50.38324285714286,54.75601666666667
2013-05-13,85.25,85.38,83.66,85.0,727903,AAP,0.3084411386208723,50.42324285714285,55.54116
2013-05-14,85.18,86.23,84.96,86.12,387664,AAP,0.013176470588235345,60.24324285714285,55.61582666666667
2013-05-14,17.82,18.3,17.8,18.1,5989700,AAL,-0.7898281467719461,50.62467142857143,54.110686666666666
2013-05-14,64.8356,65.0285,63.1642,63.4085,111647130,AAPL,2.5032320441988944,57.14588571428572,55.66097
2013-05-15,62.7371,62.9999,60.3371,61.2642,185278968,AAPL,-0.03381723270539427,56.65364285714286,57.14977666666667
2013-05-15,85.96,86.54,85.42,86.4,348660,AAP,0.41028528896157956,66.46507142857142,57.93792
2013-05-15,18.37,18.99,18.31,18.81,8951500,AAL,-0.7822916666666667,59.87181428571429,55.75358666666666
2013-05-16,86.32,86.92,85.04,85.42,610588,AAP,3.54120148856991,59.93181428571429,56.479396666666666
2013-05-16,18.96,19.52,18.88,19.12,6679300,AAL,-0.7761648325918988,50.36038571428572,54.297063333333334
2013-05-16,60.4628,62.5499,59.8428,62.0825,150794546,AAPL,2.246992677824268,56.6436,55.801813333333335
2013-05-17,62.7214,62.8699,61.5728,61.8942,106973181,AAPL,-0.003033060846454383,56.42727142857143,55.72219333333333
2013-05-17,19.38,19.7,18.75,19.01,7540000,AAL,-0.6928629823149826,50.39095714285715,53.537193333333335
2013-05-17,85.57,86.46,85.51,86.16,573051,AAP,3.5323513940031557,50.35667142857143,55.841860000000004
2013-05-20,19.05,19.39,18.39,18.59,6055000,AAL,-0.784238625812442,50.32524285714286,53.631193333333336
2013-05-20,85.79,86.98,85.37,86.52,630338,AAP,3.6541151156535774,50.48238571428571,54.32134
2013-05-20,61.7014,63.6857,61.4428,63.2757,112681030,AAPL,-0.2686581137309292,56.79034285714285,55.863863333333335
2013-05-21,62.5928,63.6399,62.0285,62.8085,113921367,AAPL,-0.007383561145905881,56.89405714285714,57.39148
2013-05-21,18.55,18.7,17.65,17.95,10018700,AAL,-0.714210656200992,50.61631428571428,55.13714666666667
2013-05-21,87.17,88.74,87.05,87.18,748454,AAP,3.8568245125348195,60.354885714285714,55.85906333333334
2013-05-22,63.4357,64.0499,62.6028,63.0505,110727309,AAPL,-0.2767779307180547,57.05352857142857,57.38274666666666
2013-05-22,18.06,18.43,17.71,17.93,8662000,AAL,-0.7156247769644968,56.959242857142854,55.77165333333333
2013-05-22,87.25,87.33,85.55,85.8,514455,AAP,3.785276073619632,56.856385714285715,55.79432
2013-05-23,62.2785,63.7371,62.2557,63.1628,88244695,AAPL,-0.2638368298368299,56.84025714285714,55.724653333333336
2013-05-23,17.48,18.45,17.44,18.19,7482400,AAL,-0.7120140335767255,50.466185714285714,53.50698666666667
2013-05-23,84.57,85.42,83.22,84.08,1444650,AAP,3.6223199560197905,59.91332857142857,55.73032
2013-05-24,83.75,84.0199,83.12,83.39,589923,AAP,-0.008206470028544244,59.3719,55.66232000000001
2013-05-24,18.11,18.42,17.89,18.21,4277800,AAL,-0.781628492625015,52.96611428571429,55.67732
2013-05-24,62.9785,63.6657,62.9085,63.5928,69036716,AAPL,2.4921911037891267,59.48937142857143,55.64008333333334
2013-05-28,84.0,84.53,82.87,83.63,543927,AAP,0.3150859845768703,59.17937142857142,57.83708333333333
2013-05-28,18.44,18.72,18.05,18.12,4561900,AAL,-0.7833313404280761,52.74468571428571,56.27565666666667
2013-05-28,64.2714,64.4442,62.9785,63.0627,96404189,AAPL,2.480281456953642,59.155071428571425,55.54441333333333
2013-05-29,83.14,83.48,81.81,82.16,770171,AAP,0.3028303577233451,58.880785714285715,55.41241333333333
2013-05-29,18.06,18.15,17.65,17.83,4216200,AAL,-0.7829844206426485,49.515071428571424,55.40341333333333
2013-05-29,62.8571,63.9285,62.7714,63.5642,82641944,AAPL,2.565014021312395,55.99424285714286,55.40860333333333
2013-05-30,82.34,82.89,81.58,82.07,525025,AAP,0.29113557631496967,58.633842857142845,56.102129999999995
2013-05-30,17.92,18.22,17.66,17.67,4126600,AAL,-0.7846959912270013,49.210985714285705,53.811130000000006
2013-05-30,63.6642,64.9285,63.5014,64.5114,88379522,AAPL,2.6508998302207125,55.83832857142857,55.33451
2013-05-31,17.66,17.9,17.55,17.57,3831500,AAL,-0.7276450363811667,49.33937142857143,53.07284333333334
2013-05-31,64.6428,65.2999,64.2142,64.2478,95832240,AAPL,2.656676152532726,46.78048571428571,54.577103333333326
2013-05-31,81.78,83.124,81.51,81.52,493284,AAP,0.2688372208853844,55.87905714285714,55.225019999999994
2013-06-03,64.3899,64.6228,63.2114,64.3885,92926932,AAPL,-0.210150883218842,55.99681428571429,55.30816333333333
2013-06-03,81.54,82.57,80.3,82.55,917977,AAP,0.282061237643368,56.0653857142857,57.42616333333333
2013-06-03,17.54,17.9,17.4,17.73,5776800,AAL,-0.785221078134464,56.07395714285714,55.14516333333333
2013-06-04,17.78,18.2,17.56,17.65,4543800,AAL,-0.00451212633953757,49.379471428571435,55.11383
2013-06-04,82.39,83.39,81.88,81.99,548998,AAP,3.6453257790368276,58.58232857142856,54.962830000000004
2013-06-04,64.7456,64.9185,63.9128,64.1871,72860221,AAPL,-0.21713501646542255,58.57365714285714,54.99321
2013-06-05,81.96,82.94,81.53,81.55,472367,AAP,0.27050450947308713,58.57794285714285,55.61792666666667
2013-06-05,63.6642,64.3885,63.3871,63.5871,72545760,AAPL,-0.22026854690373998,58.46345714285714,57.139163333333336
2013-06-05,17.15,17.62,16.85,16.95,11852000,AAL,-0.7334364989125153,49.09202857142857,54.798163333333335
2013-06-06,81.77,83.24,81.635,83.23,343350,AAP,3.9103244837758115,58.44917142857143,55.47081333333333
2013-06-06,16.92,17.08,15.93,16.64,12738600,AAL,-0.8000720893908446,58.30488571428571,55.42781333333333
2013-06-06,63.6385,63.8571,62.0071,62.6371,104230322,AAPL,2.7642487980769226,55.54018571428571,54.65571666666666
2013-06-07,62.3571,63.3199,61.8242,63.1158,101120551,AAPL,0.007642435553370186,55.38714285714286,54.654149999999994
2013-06-07,16.89,17.1,16.65,17.02,4030900,AAL,-0.730336936234667,46.16857142857143,54.61514999999999
